Año;tipo_eleccion;region_id;territorio;pacto;subpacto;partido;partido_asociado;candidato;sexo;edad;estado_servel;estado_candidatura
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO PRI E INDEPENDIENTES;INDEPENDIENTE;;AQUILES DEL CARMEN SOTO OLAVE;HOMBRE;64;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR TODO CHILE;SUBPACTO PRO + INDEPENDIENTES;PARTIDO PROGRESISTA;;RANKO FRANE LENAC PIZARRO;HOMBRE;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR TODO CHILE;SUBPACTO PRO + INDEPENDIENTES;PARTIDO PROGRESISTA;;CRISTIAN LEOPOLDO GODOY BOERO;HOMBRE;33;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR TODO CHILE;SUBPACTO PRO + INDEPENDIENTES;INDEPENDIENTE;;MAURICIO SWART GONZALEZ;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;MARCELO CASTAGNETO ARANCIBIA;HOMBRE;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;WALTER ARDILES TELLO;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;FRANCISCO HERNANDEZ SOLIS;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;ADRIANA PEÑAFIEL VILLAFAÑE;MUJER;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;EVOLUCION POLITICA;;LEONARDO ALFREDO ALFARO LEYTON;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;INDEPENDIENTE;;CRISTOBAL JULIA DE LA VEGA;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;INDEPENDIENTE;;HUGO CORNELIO BAEZA BRAVO;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PRSD E INDEPENDIENTES;PARTIDO RADICAL SOCIALDEMOCRATA;;RAUL GODOY BARRAZA;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PRSD E INDEPENDIENTES;PARTIDO RADICAL SOCIALDEMOCRATA;;NADIA ETELVINA CONCHA SALINAS;MUJER;77;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PRSD E INDEPENDIENTES;INDEPENDIENTE;;TOMAS ALVARADO ZEPEDA;HOMBRE;72;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PCCH E INDEPENDIENTES;PARTIDO COMUNISTA DE CHILE;;JAVIER VEGA ORTIZ;HOMBRE;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PCCH E INDEPENDIENTES;INDEPENDIENTE;;CARLOS FIGUEROA VALDES;HOMBRE;30;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;PARTIDO POR LA DEMOCRACIA;;ROBERTO EDUARDO FIGUEROA HENRIQUEZ;HOMBRE;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;INDEPENDIENTE;;FRANKLIN ZEPEDA GODOY;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;FRENTE AMPLIO;SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES;REVOLUCION DEMOCRATICA;;DANIELA ANDREA MOLINA BARRERA;MUJER;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;FRENTE AMPLIO;SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES;REVOLUCION DEMOCRATICA;;EDIO EDUARDO CORTES LARA;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;FRENTE AMPLIO;SUBPACTO IGUALDAD PARA LOS PUEBLOS;INDEPENDIENTE;;JORGE ARTURO GODOY PONCE;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;FRENTE AMPLIO;SUBPACTO IGUALDAD PARA LOS PUEBLOS;INDEPENDIENTE;;DESIREE MAYLEN HERRERA GALLARDO;HOMBRE;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;FEDERACION REGIONALISTA VERDE SOCIAL;;VICTOR MANUEL REBOLLEDO GONZALEZ;HOMBRE;68;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;MARGOTT ELISABETH CLAUSSEN MOHR;MUJER;66;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;CARLOS ALBERTO ADONES VICENTELA;HOMBRE;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;FREDDY ANDRES PASTENES TAPIA;HOMBRE;27;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;LUIS GUILLERMO PARRAGUEZ ROJAS;HOMBRE;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;LUIS ALFREDO ROJAS VILCHES;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;EDUARDO ANTONIO ALCAYAGA CORTES;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;CARLOS GALLEGUILLOS ROJO;HOMBRE;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;CLARA  OLIVARES ARAYA;MUJER;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;JOSE FERNANDO MONTOYA ANGEL;HOMBRE;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;EUGENIA  CIFUENTES LILLO;MUJER;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;JAIME PABLO CAMPUSANO MASSAD;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;ELQUI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;LOMBARDO  TOLEDO ESCORZA;HOMBRE;68;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO PRI E INDEPENDIENTES;PARTIDO REGIONALISTA INDEPENDIENTE;;JUAN CARLOS ARAYA ARAYA;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO PRI E INDEPENDIENTES;PARTIDO REGIONALISTA INDEPENDIENTE;;PEDRO ALEJANDRO VALDIVIA RAMIREZ;HOMBRE;66;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;UNION DEMOCRATA INDEPENDIENTE;;ALFREDO VILLAGRAN TAPIA;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;UNION DEMOCRATA INDEPENDIENTE;;MILTHON DUARTE SOZA;HOMBRE;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;INDEPENDIENTE;;ALBERTO GALLARDO FLORES;HOMBRE;70;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;JOSE MANZANO ALVAREZ;HOMBRE;62;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;JILBERTO GONZALEZ CASTILLO;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;INDEPENDIENTE;;TEODOSIO GUERRERO CRUZ;HOMBRE;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;INDEPENDIENTE;;HERMES DIAZ RIVERA;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;INDEPENDIENTE;;MARIO ALEXIS ORTIZ CABEZAS;HOMBRE;34;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PCCH E INDEPENDIENTES;PARTIDO COMUNISTA DE CHILE;;MIGUEL SOLIS VIERA;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PCCH E INDEPENDIENTES;PARTIDO COMUNISTA DE CHILE;;ALFONSO  CORTES RUILOVA;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;PARTIDO POR LA DEMOCRACIA;;JUAN CARLOS CODOCEO CONTRERAS;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;INDEPENDIENTE;;MARTA ELISA LOBOS INZUNZA;MUJER;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PRSD E INDEPENDIENTES;INDEPENDIENTE;;RENE EUGENIO ALBERTO ALLENDE SENTIS;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;SUMEMOS;SUBPACTO AMPLITUD E INDEPENDIENTES;AMPLITUD;;FRANCISCO JOSE ASPE BOU;HOMBRE;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;SUMEMOS;SUBPACTO AMPLITUD E INDEPENDIENTES;AMPLITUD;;CAROLINA ANDREA CACERES DEL CANTO;MUJER;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;SUMEMOS;SUBPACTO AMPLITUD E INDEPENDIENTES;AMPLITUD;;JANINA  OYARZUN ISRAEL;MUJER;51;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;FRENTE AMPLIO;SUBPACTO HUMANISTAS MAS INDEPENDIENTES;PARTIDO HUMANISTA;;JAVIER EDUARDO ARAYA GUTIERREZ;HOMBRE;32;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;FEDERACION REGIONALISTA VERDE SOCIAL;;TEODORO AGUIRRE ALVAREZ;HOMBRE;66;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;FEDERACION REGIONALISTA VERDE SOCIAL;;GERALD CASTILLO CASTILLO;HOMBRE;42;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;COALICIÓN REGIONALISTA VERDE;SUBPACTO FEDERACIÓN REGIONALISTA E INDEPENDIENTES;INDEPENDIENTE;;PAMELA ARANCIBIA GUERRERO;MUJER;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;JAIME  CASTILLO BOILET;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;RODRIGO  CONTRERAS BORIC;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;CEDELINDA  VALDIVIA MORENO;MUJER;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;LIDIA  ZAPATA PASTEN;MUJER;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;PEDRO ANTONIO ORTIZ ARANCIBIA;HOMBRE;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;4;LIMARI;INDEPENDIENTES;;INDEPENDIENTE;;HANNA JARUFE HAUNE;HOMBRE;72;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;UNION DEMOCRATA INDEPENDIENTE;;AMELIA OLIVARES SAN JUAN;MUJER;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;POR TODO CHILE;SUBPACTO PRO + INDEPENDIENTES;INDEPENDIENTE;;TUKI HORO PARI ENERIKE TUKI DIAZ;HOMBRE;49;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;CHILE VAMOS RN - EVOPOLI;SUBPACTO EVOPOLI E INDEPENDIENTES;INDEPENDIENTE;;ELIZABETH JOANA AREVALO PAKARATI;MUJER;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;INDEPENDIENTE;; TARITA ALARCON RAPU;MUJER;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PRSD E INDEPENDIENTES;INDEPENDIENTE;;REINA VAITEKA PONT ICKA;MUJER;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;PARTIDO POR LA DEMOCRACIA;;ANIBAL ENRIQUE SANCHEZ ARANCIBIA;HOMBRE;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;FRENTE AMPLIO;SUBPACTO IGUALDAD PARA LOS PUEBLOS;INDEPENDIENTE;;FERNANDO ASTUDILLO BECERRA;HOMBRE;58;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;ISLA DE PASCUA;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;PATRICIA HEY ICKA;MUJER;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;UNION DEMOCRATA INDEPENDIENTE;;FRANCISCO JAVIER VIAL LIRA;HOMBRE;66;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;INDEPENDIENTE;;JAVIER HURTADO ZAMORA;HOMBRE;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;GERARDO  GALLARDO GALLARDO;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;EDITH QUIROZ ORTIZ;MUJER;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PPD E INDEPENDIENTES;PARTIDO POR LA DEMOCRACIA;;SANDRA ODETTE MIRANDA MUÑOZ;MUJER;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;POR UN CHILE JUSTO Y DESCENTRALIZADO;SUBPACTO PCCH E INDEPENDIENTES;INDEPENDIENTE;;MARIA VICTORIA RODRIGUEZ HERRERA;MUJER;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;FRENTE AMPLIO;SUBPACTO HUMANISTAS MAS INDEPENDIENTES;INDEPENDIENTE;;FRANCISCO  CALDERON ARCOS;HOMBRE;54;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PS E INDEPENDIENTES;PARTIDO SOCIALISTA DE CHILE;;BARBARA FARIAS VIGUERA;MUJER;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;LOS ANDES;UNIDOS POR LA DESCENTRALIZACION;SUBPACTO PDC E INDEPENDIENTES;PARTIDO DEMOCRATA CRISTIANO;;MAURICIO FERNANDO NAVARRO SALINAS;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;UNION DEMOCRATA INDEPENDIENTE;;MARIA PAZ SANTELICES CAÑAS;MUJER;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO UDI - INDEPENDIENTES;INDEPENDIENTE;;EMMANUEL  OLFOS VARGAS;HOMBRE;27;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS UDI - PRI - INDEPENDIENTES;SUBPACTO PRI E INDEPENDIENTES;PARTIDO REGIONALISTA INDEPENDIENTE;;ANDRES  RAMIREZ SALDAÑA;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;POR TODO CHILE;SUBPACTO PRO + INDEPENDIENTES;INDEPENDIENTE;;ANASTASIO RAIMUNDO PALMA VIVEROS;HOMBRE;57;RECHAZADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;PERCY  MARIN VERA;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;RENOVACION NACIONAL;;FERNANDO MARTIN URRUTIA ACEVEDO;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2017;CONSEJEROS REGIONALES;5;MARGA MARGA;CHILE VAMOS RN - EVOPOLI;SUBPACTO RN - INDEPENDIENTES;INDEPENDIENTE;;AMELIA HERRERA SILVA;MUJER;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
